codon	cat	obs	ansum	anmax
Aga/Cga	0.0000e+00	2237	550710401	251496
Aga/Cga	1.0000e+00	802	196991328	251494
Aga/Cga	2.0000e+00	317	78602685	251490
Aga/Cga	3.0000e+00	165	40729345	251496
Aga/Cga	4.0000e+00	81	20092008	251490
Aga/Cga	5.0000e+00	49	12187122	251490
Aga/Cga	6.0000e+00	32	7947740	251492
Aga/Cga	7.0000e+00	33	8052229	251484
Aga/Cga	8.0000e+00	17	4211648	251402
Aga/Cga	9.0000e+00	16	3895095	251412
Aga/Cga	1.0000e+01	13	3216226	251436
Aga/Cga	1.1000e+01	6	1485214	251438
Aga/Cga	1.2000e+01	7	1665130	251464
Aga/Cga	1.3000e+01	4	992086	251452
Aga/Cga	1.4000e+01	5	1254814	251442
Aga/Cga	1.5000e+01	1	249540	249540
Aga/Cga	1.6000e+01	7	1744140	251212
Aga/Cga	1.7000e+01	11	2753184	251478
Agg/Cgg	0.0000e+00	2557	628722170	251496
Agg/Cgg	1.0000e+00	834	204917263	251496
Agg/Cgg	2.0000e+00	297	73060287	251496
Agg/Cgg	3.0000e+00	188	46364957	251492
Agg/Cgg	4.0000e+00	88	21797204	251488
Agg/Cgg	5.0000e+00	62	15146063	251488
Agg/Cgg	6.0000e+00	40	9786179	251496
Agg/Cgg	7.0000e+00	22	5389728	251492
Agg/Cgg	8.0000e+00	20	4919174	251484
Agg/Cgg	9.0000e+00	16	3897274	251474
Agg/Cgg	1.0000e+01	10	2460256	251112
Agg/Cgg	1.1000e+01	6	1492036	251466
Agg/Cgg	1.2000e+01	6	1490258	251286
Agg/Cgg	1.3000e+01	3	646570	233968
Agg/Cgg	1.4000e+01	6	1494328	251364
Agg/Cgg	1.5000e+01	10	2420562	251360
Agg/Cgg	1.6000e+01	13	3195490	251272
Agg/Cgg	1.7000e+01	17	4204210	251442
Cga/Aga	0.0000e+00	3647	898081724	251496
Cga/Aga	1.0000e+00	1436	351529901	251496
Cga/Aga	2.0000e+00	587	144290521	251496
Cga/Aga	3.0000e+00	279	68658753	251496
Cga/Aga	4.0000e+00	147	36110727	251492
Cga/Aga	5.0000e+00	84	20533654	251492
Cga/Aga	6.0000e+00	72	17722507	251490
Cga/Aga	7.0000e+00	52	12750630	251492
Cga/Aga	8.0000e+00	44	10830227	251494
Cga/Aga	9.0000e+00	21	5252336	251464
Cga/Aga	1.0000e+01	18	4454590	251464
Cga/Aga	1.1000e+01	6	1504838	251374
Cga/Aga	1.2000e+01	7	1751700	251496
Cga/Aga	1.3000e+01	10	2445340	251374
Cga/Aga	1.4000e+01	6	1488428	251456
Cga/Aga	1.5000e+01	8	1966882	251396
Cga/Aga	1.6000e+01	8	1962216	251170
Cga/Aga	1.7000e+01	6	1437952	251480
Cgg/Agg	0.0000e+00	6194	1518158657	251496
Cgg/Agg	1.0000e+00	2550	623153851	251496
Cgg/Agg	2.0000e+00	1017	247991298	251496
Cgg/Agg	3.0000e+00	491	120116955	251492
Cgg/Agg	4.0000e+00	255	62249628	251496
Cgg/Agg	5.0000e+00	181	44305454	251488
Cgg/Agg	6.0000e+00	103	25181482	251484
Cgg/Agg	7.0000e+00	75	18174194	251494
Cgg/Agg	8.0000e+00	53	12956407	251494
Cgg/Agg	9.0000e+00	37	9166292	251490
Cgg/Agg	1.0000e+01	24	5893170	251484
Cgg/Agg	1.1000e+01	18	4257970	251482
Cgg/Agg	1.2000e+01	10	2493566	251384
Cgg/Agg	1.3000e+01	16	3931250	251430
Cgg/Agg	1.4000e+01	14	3370215	251488
Cgg/Agg	1.5000e+01	11	2650660	251470
Cgg/Agg	1.6000e+01	15	3703050	251400
Cgg/Agg	1.7000e+01	12	2980944	251428
Cta/Tta	0.0000e+00	5791	1423343683	251496
Cta/Tta	1.0000e+00	2219	545490042	251496
Cta/Tta	2.0000e+00	941	231273765	251496
Cta/Tta	3.0000e+00	484	118993079	251494
Cta/Tta	4.0000e+00	256	62842931	251492
Cta/Tta	5.0000e+00	155	38174570	251492
Cta/Tta	6.0000e+00	125	30511887	251494
Cta/Tta	7.0000e+00	55	13646380	251494
Cta/Tta	8.0000e+00	61	15178775	251492
Cta/Tta	9.0000e+00	50	12314913	251480
Cta/Tta	1.0000e+01	31	7662430	251492
Cta/Tta	1.1000e+01	19	4645758	251458
Cta/Tta	1.2000e+01	13	3252942	251482
Cta/Tta	1.3000e+01	16	3954806	251466
Cta/Tta	1.4000e+01	10	2472272	251478
Cta/Tta	1.5000e+01	17	4208966	251444
Cta/Tta	1.6000e+01	16	3930218	251416
Cta/Tta	1.7000e+01	8	2005444	251388
Ctg/Ttg	0.0000e+00	30690	7529196317	251496
Ctg/Ttg	1.0000e+00	12257	3001907772	251496
Ctg/Ttg	2.0000e+00	5068	1241761732	251496
Ctg/Ttg	3.0000e+00	2507	616229261	251496
Ctg/Ttg	4.0000e+00	1392	341546971	251496
Ctg/Ttg	5.0000e+00	878	215313087	251496
Ctg/Ttg	6.0000e+00	553	135466494	251494
Ctg/Ttg	7.0000e+00	419	103004062	251496
Ctg/Ttg	8.0000e+00	292	72065522	251488
Ctg/Ttg	9.0000e+00	245	60166261	251490
Ctg/Ttg	1.0000e+01	166	41033067	251490
Ctg/Ttg	1.1000e+01	89	22042276	251494
Ctg/Ttg	1.2000e+01	55	13551110	251476
Ctg/Ttg	1.3000e+01	55	13427931	251480
Ctg/Ttg	1.4000e+01	58	14234684	251494
Ctg/Ttg	1.5000e+01	70	16958320	251486
Ctg/Ttg	1.6000e+01	52	12778852	251478
Ctg/Ttg	1.7000e+01	58	14285908	251472
Tta/Cta	0.0000e+00	3300	811101120	251496
Tta/Cta	1.0000e+00	1189	291801783	251496
Tta/Cta	2.0000e+00	497	122082423	251494
Tta/Cta	3.0000e+00	255	62881038	251494
Tta/Cta	4.0000e+00	145	35413325	251480
Tta/Cta	5.0000e+00	85	21162180	251494
Tta/Cta	6.0000e+00	51	12438259	251468
Tta/Cta	7.0000e+00	34	8378336	251480
Tta/Cta	8.0000e+00	26	6444660	251474
Tta/Cta	9.0000e+00	22	5422394	251474
Tta/Cta	1.0000e+01	17	4129997	251484
Tta/Cta	1.1000e+01	6	1499492	251334
Tta/Cta	1.2000e+01	11	2674084	251416
Tta/Cta	1.3000e+01	4	897720	250592
Tta/Cta	1.4000e+01	4	1002086	251456
Tta/Cta	1.5000e+01	6	1476938	251492
Tta/Cta	1.6000e+01	14	3383190	251472
Tta/Cta	1.7000e+01	19	4644206	251490
Ttg/Ctg	0.0000e+00	10709	2637106097	251496
Ttg/Ctg	1.0000e+00	5013	1234265626	251496
Ttg/Ctg	2.0000e+00	2406	592236648	251496
Ttg/Ctg	3.0000e+00	1246	307607350	251496
Ttg/Ctg	4.0000e+00	693	171072601	251494
Ttg/Ctg	5.0000e+00	400	98792414	251496
Ttg/Ctg	6.0000e+00	249	61422463	251496
Ttg/Ctg	7.0000e+00	154	38237023	251492
Ttg/Ctg	8.0000e+00	141	34763583	251494
Ttg/Ctg	9.0000e+00	117	28816642	251496
Ttg/Ctg	1.0000e+01	65	15966443	251484
Ttg/Ctg	1.1000e+01	51	12550935	251490
Ttg/Ctg	1.2000e+01	23	5729260	251492
Ttg/Ctg	1.3000e+01	26	6479820	251490
Ttg/Ctg	1.4000e+01	33	8063668	251468
Ttg/Ctg	1.5000e+01	53	13018690	251490
Ttg/Ctg	1.6000e+01	58	14154104	251416
Ttg/Ctg	1.7000e+01	68	16701677	251466
aaA/aaG	0.0000e+00	14853	3655410672	251496
aaA/aaG	1.0000e+00	5307	1304978351	251496
aaA/aaG	2.0000e+00	2292	563962029	251496
aaA/aaG	3.0000e+00	1191	293140054	251496
aaA/aaG	4.0000e+00	647	159152165	251496
aaA/aaG	5.0000e+00	404	99201194	251494
aaA/aaG	6.0000e+00	282	69570891	251494
aaA/aaG	7.0000e+00	178	43854579	251496
aaA/aaG	8.0000e+00	134	33157262	251496
aaA/aaG	9.0000e+00	103	25544412	251490
aaA/aaG	1.0000e+01	69	16858175	251492
aaA/aaG	1.1000e+01	47	11478809	251492
aaA/aaG	1.2000e+01	54	13124080	251486
aaA/aaG	1.3000e+01	26	6335174	251492
aaA/aaG	1.4000e+01	43	10576855	251442
aaA/aaG	1.5000e+01	40	9699111	251460
aaA/aaG	1.6000e+01	54	13295254	251442
aaA/aaG	1.7000e+01	54	13303642	251478
aaC/aaT	0.0000e+00	19325	4752585257	251496
aaC/aaT	1.0000e+00	10523	2587789072	251496
aaC/aaT	2.0000e+00	7487	1844848574	251496
aaC/aaT	3.0000e+00	5015	1236428496	251496
aaC/aaT	4.0000e+00	2778	685405575	251496
aaC/aaT	5.0000e+00	1586	391371721	251496
aaC/aaT	6.0000e+00	967	238826443	251496
aaC/aaT	7.0000e+00	698	172373836	251496
aaC/aaT	8.0000e+00	492	121320486	251496
aaC/aaT	9.0000e+00	386	95588539	251496
aaC/aaT	1.0000e+01	233	57602217	251496
aaC/aaT	1.1000e+01	151	37161821	251494
aaC/aaT	1.2000e+01	100	24540804	251492
aaC/aaT	1.3000e+01	100	24798111	251494
aaC/aaT	1.4000e+01	87	21428183	251496
aaC/aaT	1.5000e+01	106	26053927	251486
aaC/aaT	1.6000e+01	99	24370459	251486
aaC/aaT	1.7000e+01	79	19619962	251466
aaG/aaA	0.0000e+00	27455	6751397395	251496
aaG/aaA	1.0000e+00	10948	2694635298	251496
aaG/aaA	2.0000e+00	4743	1166240058	251496
aaG/aaA	3.0000e+00	2410	592343099	251496
aaG/aaA	4.0000e+00	1390	341376775	251496
aaG/aaA	5.0000e+00	777	190527474	251496
aaG/aaA	6.0000e+00	519	127266598	251494
aaG/aaA	7.0000e+00	349	85531337	251494
aaG/aaA	8.0000e+00	307	75562369	251496
aaG/aaA	9.0000e+00	218	53984522	251496
aaG/aaA	1.0000e+01	150	36912198	251494
aaG/aaA	1.1000e+01	103	25323584	251496
aaG/aaA	1.2000e+01	65	16004446	251492
aaG/aaA	1.3000e+01	53	12855371	251484
aaG/aaA	1.4000e+01	62	15154096	251484
aaG/aaA	1.5000e+01	69	17047456	251472
aaG/aaA	1.6000e+01	56	13748288	251476
aaG/aaA	1.7000e+01	42	10416144	251456
aaT/aaC	0.0000e+00	14088	3467408525	251496
aaT/aaC	1.0000e+00	5798	1429438956	251496
aaT/aaC	2.0000e+00	2591	638335450	251496
aaT/aaC	3.0000e+00	1234	303957753	251496
aaT/aaC	4.0000e+00	745	184011882	251494
aaT/aaC	5.0000e+00	431	106254809	251496
aaT/aaC	6.0000e+00	304	75349071	251496
aaT/aaC	7.0000e+00	205	50571977	251496
aaT/aaC	8.0000e+00	159	39057592	251496
aaT/aaC	9.0000e+00	129	31769619	251490
aaT/aaC	1.0000e+01	86	20983196	251496
aaT/aaC	1.1000e+01	69	17056921	251494
aaT/aaC	1.2000e+01	37	9041473	251470
aaT/aaC	1.3000e+01	32	7914377	251450
aaT/aaC	1.4000e+01	44	10786146	251476
aaT/aaC	1.5000e+01	55	13467958	251464
aaT/aaC	1.6000e+01	80	19554872	251486
aaT/aaC	1.7000e+01	107	26481517	251488
acA/acC	0.0000e+00	4366	1077172517	251496
acA/acC	1.0000e+00	1444	354546126	251496
acA/acC	2.0000e+00	644	159211846	251496
acA/acC	3.0000e+00	330	81589808	251494
acA/acC	4.0000e+00	180	44350182	251484
acA/acC	5.0000e+00	111	27340105	251494
acA/acC	6.0000e+00	88	21368775	251490
acA/acC	7.0000e+00	65	15703072	251464
acA/acC	8.0000e+00	40	9796574	251492
acA/acC	9.0000e+00	33	8118542	251454
acA/acC	1.0000e+01	24	5928506	251482
acA/acC	1.1000e+01	17	4137242	251364
acA/acC	1.2000e+01	18	4320978	251442
acA/acC	1.3000e+01	12	2807981	251240
acA/acC	1.4000e+01	15	3652828	251464
acA/acC	1.5000e+01	11	2726132	251484
acA/acC	1.6000e+01	15	3744620	251424
acA/acC	1.7000e+01	18	4412828	251470
acA/acG	0.0000e+00	14508	3574378558	251496
acA/acG	1.0000e+00	6216	1531851582	251496
acA/acG	2.0000e+00	2698	666643191	251496
acA/acG	3.0000e+00	1412	348189732	251496
acA/acG	4.0000e+00	737	181339212	251496
acA/acG	5.0000e+00	454	111796704	251496
acA/acG	6.0000e+00	277	68185976	251494
acA/acG	7.0000e+00	238	58617839	251490
acA/acG	8.0000e+00	147	36328376	251494
acA/acG	9.0000e+00	137	33749796	251486
acA/acG	1.0000e+01	98	24122687	251494
acA/acG	1.1000e+01	66	15914380	251496
acA/acG	1.2000e+01	44	10668648	251462
acA/acG	1.3000e+01	34	8305562	251496
acA/acG	1.4000e+01	66	16184972	251480
acA/acG	1.5000e+01	58	14235505	251472
acA/acG	1.6000e+01	80	19632826	251460
acA/acG	1.7000e+01	113	28006736	251488
acA/acT	0.0000e+00	3249	800439849	251496
acA/acT	1.0000e+00	1082	266337630	251496
acA/acT	2.0000e+00	425	105106700	251494
acA/acT	3.0000e+00	250	61653208	251494
acA/acT	4.0000e+00	124	30613176	251492
acA/acT	5.0000e+00	65	15909487	251494
acA/acT	6.0000e+00	54	13364492	251490
acA/acT	7.0000e+00	37	9199274	251496
acA/acT	8.0000e+00	21	5169504	251446
acA/acT	9.0000e+00	20	4862064	251486
acA/acT	1.0000e+01	17	4252754	251492
acA/acT	1.1000e+01	6	1493354	251494
acA/acT	1.2000e+01	6	1501982	251466
acA/acT	1.3000e+01	5	1209858	251460
acA/acT	1.4000e+01	8	1997812	251490
acA/acT	1.5000e+01	4	978290	250598
acA/acT	1.6000e+01	8	1945690	251312
acA/acT	1.7000e+01	7	1745184	251460
acC/acA	0.0000e+00	7351	1808133474	251496
acC/acA	1.0000e+00	2719	666101239	251496
acC/acA	2.0000e+00	1138	278999810	251494
acC/acA	3.0000e+00	589	144476797	251496
acC/acA	4.0000e+00	310	75851705	251496
acC/acA	5.0000e+00	168	41137116	251492
acC/acA	6.0000e+00	116	28488724	251488
acC/acA	7.0000e+00	82	20162490	251492
acC/acA	8.0000e+00	50	12324786	251494
acC/acA	9.0000e+00	37	9140074	251484
acC/acA	1.0000e+01	40	9769615	251490
acC/acA	1.1000e+01	18	4394726	251488
acC/acA	1.2000e+01	14	3505750	251480
acC/acA	1.3000e+01	16	3915690	251332
acC/acA	1.4000e+01	13	3141406	251478
acC/acA	1.5000e+01	14	3442184	251348
acC/acA	1.6000e+01	21	4965807	251460
acC/acA	1.7000e+01	10	2421540	251444
acC/acG	0.0000e+00	9473	2329724641	251496
acC/acG	1.0000e+00	3367	827768567	251496
acC/acG	2.0000e+00	1440	353224067	251496
acC/acG	3.0000e+00	724	178094419	251496
acC/acG	4.0000e+00	410	100994624	251494
acC/acG	5.0000e+00	244	60084860	251494
acC/acG	6.0000e+00	181	44742416	251496
acC/acG	7.0000e+00	116	28285641	251486
acC/acG	8.0000e+00	68	16642927	251494
acC/acG	9.0000e+00	52	12983688	251466
acC/acG	1.0000e+01	36	8882180	251482
acC/acG	1.1000e+01	31	7654744	251488
acC/acG	1.2000e+01	14	3499944	251488
acC/acG	1.3000e+01	17	4239222	251454
acC/acG	1.4000e+01	13	3212032	251424
acC/acG	1.5000e+01	16	3851227	251422
acC/acG	1.6000e+01	19	4594764	251466
acC/acG	1.7000e+01	15	3737722	251488
acC/acT	0.0000e+00	18453	4528362027	251496
acC/acT	1.0000e+00	9851	2417976306	251496
acC/acT	2.0000e+00	6691	1643164941	251496
acC/acT	3.0000e+00	4209	1036028939	251496
acC/acT	4.0000e+00	2494	614946574	251496
acC/acT	5.0000e+00	1364	335781197	251496
acC/acT	6.0000e+00	827	203513566	251496
acC/acT	7.0000e+00	555	136688418	251494
acC/acT	8.0000e+00	429	105101458	251496
acC/acT	9.0000e+00	328	81133111	251494
acC/acT	1.0000e+01	192	47090291	251492
acC/acT	1.1000e+01	124	30562030	251490
acC/acT	1.2000e+01	89	21821351	251490
acC/acT	1.3000e+01	81	19702816	251460
acC/acT	1.4000e+01	88	21610195	251482
acC/acT	1.5000e+01	82	20275213	251464
acC/acT	1.6000e+01	71	17333054	251448
acC/acT	1.7000e+01	50	12403766	251478
acG/acA	0.0000e+00	6614	1612356688	251496
acG/acA	1.0000e+00	10010	2452212951	251496
acG/acA	2.0000e+00	10221	2512955010	251496
acG/acA	3.0000e+00	6640	1637232250	251496
acG/acA	4.0000e+00	3575	881760143	251496
acG/acA	5.0000e+00	1955	481931142	251496
acG/acA	6.0000e+00	1166	287068329	251496
acG/acA	7.0000e+00	759	186716539	251496
acG/acA	8.0000e+00	626	153971614	251496
acG/acA	9.0000e+00	474	116798960	251496
acG/acA	1.0000e+01	299	73582297	251494
acG/acA	1.1000e+01	163	40261050	251494
acG/acA	1.2000e+01	118	29081426	251492
acG/acA	1.3000e+01	118	29257621	251488
acG/acA	1.4000e+01	112	27588312	251492
acG/acA	1.5000e+01	110	26792937	251474
acG/acA	1.6000e+01	105	26017268	251492
acG/acA	1.7000e+01	76	18787390	251470
acG/acC	0.0000e+00	3394	832462998	251496
acG/acC	1.0000e+00	1370	335854433	251496
acG/acC	2.0000e+00	557	136532103	251494
acG/acC	3.0000e+00	289	70501456	251494
acG/acC	4.0000e+00	160	39118206	251492
acG/acC	5.0000e+00	101	24834730	251478
acG/acC	6.0000e+00	63	15412248	251488
acG/acC	7.0000e+00	52	12648552	251478
acG/acC	8.0000e+00	33	8078786	251492
acG/acC	9.0000e+00	35	8525331	251486
acG/acC	1.0000e+01	27	6624646	251482
acG/acC	1.1000e+01	15	3695120	251352
acG/acC	1.2000e+01	5	1247834	251488
acG/acC	1.3000e+01	10	2481756	251378
acG/acC	1.4000e+01	18	4419714	251424
acG/acC	1.5000e+01	12	2862330	251246
acG/acC	1.6000e+01	13	3139202	251412
acG/acC	1.7000e+01	18	4418088	251476
acG/acT	0.0000e+00	3992	981159580	251496
acG/acT	1.0000e+00	1753	428652795	251496
acG/acT	2.0000e+00	678	166740225	251496
acG/acT	3.0000e+00	332	81343752	251494
acG/acT	4.0000e+00	158	38342211	251492
acG/acT	5.0000e+00	102	25217040	251486
acG/acT	6.0000e+00	73	17821831	251492
acG/acT	7.0000e+00	62	15052645	251492
acG/acT	8.0000e+00	50	12329836	251486
acG/acT	9.0000e+00	29	7147968	251438
acG/acT	1.0000e+01	27	6565100	251478
acG/acT	1.1000e+01	12	2895002	251484
acG/acT	1.2000e+01	7	1698524	251322
acG/acT	1.3000e+01	11	2735064	251484
acG/acT	1.4000e+01	11	2588255	251466
acG/acT	1.5000e+01	8	1940428	251394
acG/acT	1.6000e+01	10	2387822	251366
acG/acT	1.7000e+01	8	1926571	251270
acT/acA	0.0000e+00	2846	700066980	251496
acT/acA	1.0000e+00	935	230465376	251496
acT/acA	2.0000e+00	395	97310057	251492
acT/acA	3.0000e+00	158	38999363	251496
acT/acA	4.0000e+00	93	22837008	251488
acT/acA	5.0000e+00	84	20679210	251494
acT/acA	6.0000e+00	44	10659846	251492
acT/acA	7.0000e+00	32	7783798	251458
acT/acA	8.0000e+00	21	5199956	251494
acT/acA	9.0000e+00	18	4342104	251472
acT/acA	1.0000e+01	10	2413650	251426
acT/acA	1.1000e+01	8	1994744	251382
acT/acA	1.2000e+01	5	1250734	251432
acT/acA	1.3000e+01	2	500970	251492
acT/acA	1.4000e+01	3	750726	251474
acT/acA	1.5000e+01	6	1506968	251368
acT/acA	1.6000e+01	4	1002818	251376
acT/acA	1.7000e+01	8	1906247	251460
acT/acC	0.0000e+00	9380	2310408439	251496
acT/acC	1.0000e+00	3501	861776412	251496
acT/acC	2.0000e+00	1395	343635222	251496
acT/acC	3.0000e+00	696	171277232	251494
acT/acC	4.0000e+00	429	104964465	251494
acT/acC	5.0000e+00	245	60505567	251488
acT/acC	6.0000e+00	161	39439527	251496
acT/acC	7.0000e+00	115	28351499	251492
acT/acC	8.0000e+00	92	22547970	251488
acT/acC	9.0000e+00	65	15895499	251478
acT/acC	1.0000e+01	52	12867588	251478
acT/acC	1.1000e+01	23	5653890	251480
acT/acC	1.2000e+01	26	6364698	251496
acT/acC	1.3000e+01	18	4332409	251444
acT/acC	1.4000e+01	25	6060044	251342
acT/acC	1.5000e+01	37	9167094	251438
acT/acC	1.6000e+01	50	12118868	251468
acT/acC	1.7000e+01	102	25133981	251486
acT/acG	0.0000e+00	4224	1041331534	251496
acT/acG	1.0000e+00	1404	345813986	251496
acT/acG	2.0000e+00	532	130273561	251494
acT/acG	3.0000e+00	270	66234617	251496
acT/acG	4.0000e+00	189	46218845	251486
acT/acG	5.0000e+00	97	24021004	251496
acT/acG	6.0000e+00	58	14189416	251470
acT/acG	7.0000e+00	42	10341757	251486
acT/acG	8.0000e+00	28	6844883	251466
acT/acG	9.0000e+00	28	7011208	251444
acT/acG	1.0000e+01	14	3495940	251478
acT/acG	1.1000e+01	13	3258110	251496
acT/acG	1.2000e+01	9	2177879	251488
acT/acG	1.3000e+01	5	1237992	251144
acT/acG	1.4000e+01	11	2748172	251470
acT/acG	1.5000e+01	5	1253722	251402
acT/acG	1.6000e+01	9	2226890	251482
acT/acG	1.7000e+01	10	2481802	251492
agA/agG	0.0000e+00	6798	1671009947	251496
agA/agG	1.0000e+00	2410	592457468	251496
agA/agG	2.0000e+00	1068	262432041	251496
agA/agG	3.0000e+00	571	140533579	251496
agA/agG	4.0000e+00	247	60790743	251494
agA/agG	5.0000e+00	166	40721059	251492
agA/agG	6.0000e+00	97	23849257	251492
agA/agG	7.0000e+00	73	17979803	251494
agA/agG	8.0000e+00	43	10495731	251488
agA/agG	9.0000e+00	48	11845487	251482
agA/agG	1.0000e+01	36	8695137	251474
agA/agG	1.1000e+01	15	3737668	251494
agA/agG	1.2000e+01	17	4083962	251490
agA/agG	1.3000e+01	12	2997460	251494
agA/agG	1.4000e+01	16	3841781	251458
agA/agG	1.5000e+01	18	4468620	251344
agA/agG	1.6000e+01	19	4633256	251420
agA/agG	1.7000e+01	30	7432832	251490
agC/agT	0.0000e+00	17317	4239603412	251496
agC/agT	1.0000e+00	9769	2388248837	251496
agC/agT	2.0000e+00	6413	1570630288	251496
agC/agT	3.0000e+00	4086	1004078023	251494
agC/agT	4.0000e+00	2211	543076586	251496
agC/agT	5.0000e+00	1193	292384684	251494
agC/agT	6.0000e+00	727	178158911	251496
agC/agT	7.0000e+00	556	136116375	251494
agC/agT	8.0000e+00	400	97788674	251490
agC/agT	9.0000e+00	264	64526410	251494
agC/agT	1.0000e+01	189	46406151	251494
agC/agT	1.1000e+01	107	26368458	251496
agC/agT	1.2000e+01	99	24154683	251488
agC/agT	1.3000e+01	58	14206623	251474
agC/agT	1.4000e+01	59	14307606	251482
agC/agT	1.5000e+01	84	20537992	251492
agC/agT	1.6000e+01	75	18501736	251468
agC/agT	1.7000e+01	41	10161458	251390
agG/agA	0.0000e+00	11081	2720764076	251496
agG/agA	1.0000e+00	4616	1133793397	251496
agG/agA	2.0000e+00	1932	475363043	251496
agG/agA	3.0000e+00	1048	257470833	251494
agG/agA	4.0000e+00	575	142003048	251496
agG/agA	5.0000e+00	344	84540166	251494
agG/agA	6.0000e+00	212	52373304	251492
agG/agA	7.0000e+00	182	44893352	251492
agG/agA	8.0000e+00	128	31331579	251496
agG/agA	9.0000e+00	88	21478137	251496
agG/agA	1.0000e+01	91	22406459	251484
agG/agA	1.1000e+01	50	12277910	251496
agG/agA	1.2000e+01	34	8360148	251482
agG/agA	1.3000e+01	29	7088311	251450
agG/agA	1.4000e+01	32	7789289	251472
agG/agA	1.5000e+01	34	8409504	251418
agG/agA	1.6000e+01	27	6566720	251452
agG/agA	1.7000e+01	22	5466752	251466
agT/agC	0.0000e+00	8255	2031708249	251496
agT/agC	1.0000e+00	2976	733607270	251496
agT/agC	2.0000e+00	1231	302902400	251496
agT/agC	3.0000e+00	640	157946990	251496
agT/agC	4.0000e+00	372	91232232	251494
agT/agC	5.0000e+00	241	59528987	251496
agT/agC	6.0000e+00	139	34290956	251494
agT/agC	7.0000e+00	102	25304409	251492
agT/agC	8.0000e+00	76	18739368	251494
agT/agC	9.0000e+00	55	13549914	251496
agT/agC	1.0000e+01	39	9592238	251482
agT/agC	1.1000e+01	25	6122439	251458
agT/agC	1.2000e+01	27	6582474	251494
agT/agC	1.3000e+01	25	6093355	251494
agT/agC	1.4000e+01	16	3929362	251384
agT/agC	1.5000e+01	29	7159234	251454
agT/agC	1.6000e+01	61	14673446	251458
agT/agC	1.7000e+01	65	16000340	251488
atA/atC	0.0000e+00	1107	272092677	251496
atA/atC	1.0000e+00	318	78065295	251494
atA/atC	2.0000e+00	148	36185094	251492
atA/atC	3.0000e+00	60	14653602	251484
atA/atC	4.0000e+00	47	11580487	251494
atA/atC	5.0000e+00	28	6862160	251476
atA/atC	6.0000e+00	24	5956002	251482
atA/atC	7.0000e+00	15	3738798	251436
atA/atC	8.0000e+00	10	2416384	251452
atA/atC	9.0000e+00	9	2244182	251452
atA/atC	1.0000e+01	6	1466652	251446
atA/atC	1.1000e+01	7	1721596	251438
atA/atC	1.2000e+01	3	737302	251092
atA/atC	1.3000e+01	6	1477066	251412
atA/atC	1.4000e+01	2	501126	251374
atA/atC	1.5000e+01	3	753484	251378
atA/atC	1.6000e+01	12	2920072	251466
atA/atC	1.7000e+01	15	3641562	251474
atA/atT	0.0000e+00	1316	323543392	251496
atA/atT	1.0000e+00	387	94708368	251496
atA/atT	2.0000e+00	170	42141245	251494
atA/atT	3.0000e+00	83	20402692	251492
atA/atT	4.0000e+00	38	9134905	251482
atA/atT	5.0000e+00	33	8096429	251492
atA/atT	6.0000e+00	25	6019229	251474
atA/atT	7.0000e+00	12	2996764	251494
atA/atT	8.0000e+00	9	2207308	251492
atA/atT	9.0000e+00	10	2460436	251434
atA/atT	1.0000e+01	4	1002894	251494
atA/atT	1.1000e+01	2	502536	251386
atA/atT	1.2000e+01	1	250152	250152
atA/atT	1.3000e+01	2	502880	251442
atA/atT	1.4000e+01	1	248148	248148
atA/atT	1.6000e+01	2	501460	250862
atA/atT	1.7000e+01	3	728784	249472
atC/atA	0.0000e+00	8282	2038831138	251496
atC/atA	1.0000e+00	3054	750805842	251496
atC/atA	2.0000e+00	1256	308841509	251496
atC/atA	3.0000e+00	644	159020188	251496
atC/atA	4.0000e+00	392	96831932	251496
atC/atA	5.0000e+00	202	50091783	251496
atC/atA	6.0000e+00	139	34234612	251492
atC/atA	7.0000e+00	93	22988808	251494
atC/atA	8.0000e+00	72	17769317	251496
atC/atA	9.0000e+00	54	13375743	251492
atC/atA	1.0000e+01	37	9042998	251460
atC/atA	1.1000e+01	23	5686316	251486
atC/atA	1.2000e+01	15	3700996	251422
atC/atA	1.3000e+01	14	3500250	251424
atC/atA	1.4000e+01	17	4066256	251480
atC/atA	1.5000e+01	13	3246978	251408
atC/atA	1.6000e+01	15	3608230	251428
atC/atA	1.7000e+01	8	1957296	251492
atC/atT	0.0000e+00	17382	4281643674	251496
atC/atT	1.0000e+00	10527	2590906456	251496
atC/atT	2.0000e+00	7247	1788604837	251496
atC/atT	3.0000e+00	4174	1029868251	251496
atC/atT	4.0000e+00	2208	544941207	251496
atC/atT	5.0000e+00	1204	296309822	251496
atC/atT	6.0000e+00	760	187374683	251496
atC/atT	7.0000e+00	509	125704711	251496
atC/atT	8.0000e+00	361	88890695	251494
atC/atT	9.0000e+00	302	74891253	251496
atC/atT	1.0000e+01	171	42265075	251490
atC/atT	1.1000e+01	95	23319470	251496
atC/atT	1.2000e+01	85	21042286	251496
atC/atT	1.3000e+01	77	18998679	251478
atC/atT	1.4000e+01	72	17742513	251484
atC/atT	1.5000e+01	72	17776400	251486
atC/atT	1.6000e+01	66	16338881	251468
atC/atT	1.7000e+01	48	11957494	251484
atT/atA	0.0000e+00	2931	722959266	251496
atT/atA	1.0000e+00	889	219234195	251496
atT/atA	2.0000e+00	374	91943137	251496
